id,value
id_149,37.96998066215353
id_150,9.365257937127648
id_151,7.5831958096242955
id_152,23.702567804308227
id_153,6.8412107941867495
id_154,14.66632521014634
id_155,41.18175367000034
id_156,8.170960489741763
id_157,36.82786280073711
id_158,10.294880905738987
id_159,18.569322455289
id_160,41.176641351360665
id_161,18.704409676618187
id_162,12.18451852742526
id_163,7.641695062239088
id_164,51.76319888770697
id_165,30.43538881240692
id_166,-0.4509845064217197
id_167,15.599862205132142
id_168,63.20633117427504
id_169,14.094061506934098
id_170,64.3712387272855
id_171,39.425472308189136
id_172,26.55174420020237
id_173,20.58080756643757
id_174,61.40272105517854
id_175,24.915145271731113
id_176,21.074777879020306
id_177,37.191104230574155
id_178,12.307561797414477
id_179,30.987210439242173
id_180,16.568260297968088
id_181,11.636914476569107
id_182,55.67415815013866
id_183,46.52439494695234
id_184,16.36215897779149
id_185,35.50489180432642
id_186,26.227601201069156
id_187,69.84174239165009
id_188,9.843395587610855
id_189,56.914052068580325
id_190,38.26932522209771
id_191,16.03077033284945
id_192,29.675374622274273
id_193,0.4496037113583673
id_194,19.304254241603218
id_195,0.786023306730256
id_196,34.1223627358802
id_197,10.346281302166606
id_198,18.38628553870444
id_199,60.78715895932922
id_200,24.390255122951693
id_201,23.997156232435966
id_202,64.66192046109471
id_203,10.530440861911107
id_204,9.101314813737181
id_205,11.529703434491385
id_206,7.93334670088969
id_207,1.984743852375403
id_208,123.44945370806965
id_209,20.03089380254783
id_210,15.837151050858736
id_211,13.86394796311967
id_212,36.32056858004759
id_213,36.11556328240183
id_214,19.375824250777846
id_215,34.24122263062336
id_216,77.6103763657947
id_217,0.5142512717785112
id_218,12.929092674574807
id_219,32.4556869229317
id_220,15.458386978326109
id_221,12.49033065935378
id_222,113.44229101299678
id_223,12.700007256021733
id_224,16.669661010799693
id_225,62.32821426241277
id_226,16.388030190502107
id_227,20.05826422180256
id_228,9.79239137408167
id_229,3.8116674061776146
id_230,45.68569860804784
id_231,13.374635841947685
id_232,53.21440373921068
id_233,42.49309168776009
id_234,24.28282317998784
id_235,41.426983848415354
id_236,68.49859771960692
id_237,40.66046213739368
id_238,12.575117534019386
id_239,17.1409911183625
