Id,Category
505,0
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,9
514,3
515,2
516,9
517,9
518,5
519,3
520,2
521,3
522,7
523,4
524,2
525,2
526,9
527,9
528,6
529,0
530,4
531,9
532,0
533,3
534,7
535,10
536,8
537,0
538,8
539,0
540,2
541,2
542,8
543,2
544,9
545,8
546,0
547,5
548,3
549,10
550,9
551,8
552,3
553,2
554,4
555,2
556,9
557,2
558,9
559,2
560,2
561,2
562,5
563,8
564,0
565,0
566,5
567,1
568,5
569,3
570,9
571,5
572,2
573,5
574,8
575,5
576,8
577,0
578,3
579,0
580,9
581,5
582,6
583,9
584,1
585,9
586,2
587,2
588,2
589,5
590,9
591,10
592,4
593,5
594,3
595,9
596,6
597,0
598,4
599,4
600,5
601,10
602,0
603,6
604,3
605,9
606,9
607,0
608,5
609,2
610,5
611,2
612,2
613,0
614,5
615,10
616,8
617,9
618,4
619,9
620,7
621,4
622,4
623,5
624,0
625,4
626,3
627,2
628,2
629,6
630,3
631,9
632,2
633,2
634,9
635,2
636,9
637,0
638,5
639,6
640,10
641,0
642,4
643,5
644,3
645,0
646,7
647,5
648,5
649,3
650,7
651,10
652,8
653,5
654,2
655,5
656,5
657,5
658,2
659,3
660,2
661,6
662,3
663,9
664,9
665,1
666,0
667,2
668,9
669,4
670,2
671,9
672,2
673,0
674,5
675,5
676,3
677,5
678,5
679,2
680,2
681,0
682,5
683,2
684,8
685,0
686,2
687,2
688,10
689,6
690,2
691,9
692,3
693,5
694,4
695,0
696,6
697,8
698,3
699,9
700,3
701,3
702,10
703,0
704,0
705,10
706,8
707,2
708,5
709,2
710,0
711,8
712,6
713,9
714,0
715,4
716,2
717,5
718,0
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,5
727,2
728,5
729,0
730,2
731,0
732,2
733,5
734,4
735,3
736,2
737,0
738,4
739,6
740,10
741,8
742,3
743,3
744,7
745,4
746,2
747,9
748,6
749,8
750,5
751,2
752,2
753,5
754,2
755,0
756,2
757,10
758,9
759,2
760,2
761,4
762,0
763,2
764,2
765,3
766,4
767,9
768,5
769,10
770,2
771,4
772,5
773,5
774,3
775,5
776,8
777,5
778,5
779,0
780,4
781,8
782,5
783,9
784,2
785,4
786,3
787,0
788,8
789,10
790,0
791,8
792,6
793,9
794,1
795,2
796,9
797,2
798,0
799,2
800,9
801,1
802,4
803,8
804,0
805,3
806,2
807,8
808,10
809,0
810,9
811,9
812,2
813,5
814,3
815,4
816,5
817,2
818,3
819,6
820,10
821,8
822,9
823,10
824,4
825,0
826,0
827,0
828,5
829,0
830,0
831,3
832,8
833,2
834,2
835,6
836,5
837,0
838,2
839,3
840,5
841,10
842,5
843,2
844,8
845,2
846,3
847,4
848,0
849,0
850,2
851,9
852,0
853,3
854,10
855,10
856,10
857,10
858,3
859,2
860,3
861,4
862,2
863,9
864,3
865,4
866,2
867,6
868,8
869,2
870,0
871,2
872,5
873,9
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,2
882,9
883,6
884,4
885,0
886,0
887,0
888,5
889,4
890,6
891,2
892,5
893,4
894,2
895,2
896,2
897,5
898,4
899,5
900,6
901,10
902,2
903,2
904,5
905,8
906,0
907,5
908,9
909,9
910,10
911,2
912,4
913,2
914,4
915,3
916,5
917,3
918,9
919,5
920,4
921,0
922,8
923,9
924,9
925,2
926,2
927,2
928,4
929,9
930,9
931,2
932,2
933,5
934,0
935,5
936,2
937,2
938,2
939,5
940,9
941,5
942,0
943,10
944,2
945,10
946,0
947,2
948,10
949,2
950,7
951,0
952,9
953,9
954,2
955,2
956,6
957,4
958,2
959,5
960,2
961,2
962,2
963,5
964,5
965,0
966,5
967,5
968,2
969,4
970,9
971,0
972,5
973,8
974,3
975,2
976,2
977,5
978,2
979,0
980,2
981,3
982,0
983,9
984,0
985,2
986,10
987,2
988,8
989,6
990,5
991,2
992,8
993,6
994,2
995,8
996,4
997,2
998,9
999,9
1000,9
1001,5
1002,10
1003,7
1004,2
1005,6
1006,0
1007,2
1008,4
1009,5
1010,5
1011,0
1012,5
1013,2
1014,0
1015,10
1016,4
1017,5
1018,9
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,2
1028,3
1029,5
1030,10
1031,4
1032,0
1033,2
1034,3
1035,10
1036,8
1037,5
1038,5
1039,2
1040,9
1041,8
1042,9
1043,2
1044,2
1045,9
1046,0
1047,5
1048,4
1049,9
1050,5
1051,2
1052,9
1053,5
1054,8
1055,5
1056,2
1057,5
1058,8
1059,9
1060,10
1061,10
1062,5
1063,5
1064,9
1065,2
1066,2
1067,10
1068,4
1069,9
1070,2
1071,6
1072,0
1073,9
1074,10
1075,0
1076,0
1077,5
1078,2
1079,8
1080,9
1081,5
1082,2
1083,9
1084,5
1085,3
1086,7
1087,5
1088,2
1089,4
1090,2
1091,5
1092,2
1093,2
1094,5
1095,2
1096,10
1097,2
1098,1
1099,6
1100,1
1101,2
1102,2
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,2
1111,9
1112,2
1113,9
1114,10
1115,3
1116,9
1117,5
1118,5
1119,6
1120,6
1121,6
1122,7
1123,0
1124,2
1125,1
1126,6
1127,2
1128,8
1129,4
1130,5
1131,2
1132,2
1133,2
1134,3
1135,2
1136,9
1137,9
1138,0
1139,0
1140,2
1141,3
1142,0
1143,5
1144,2
1145,3
1146,4
1147,10
1148,5
1149,10
1150,0
1151,2
1152,0
1153,0
1154,2
1155,9
1156,5
1157,5
1158,2
1159,1
1160,9
1161,5
1162,2
1163,9
1164,3
1165,2
1166,2
1167,5
1168,0
1169,5
1170,0
1171,9
1172,6
1173,2
1174,8
1175,2
1176,10
1177,0
1178,4
1179,4
1180,2
1181,6
1182,0
1183,5
1184,2
1185,6
1186,0
1187,0
1188,2
1189,9
1190,7
1191,8
1192,8
1193,5
1194,10
1195,0
1196,4
1197,5
1198,0
1199,9
1200,5
1201,0
1202,2
1203,10
1204,8
1205,5
1206,8
1207,9
1208,2
1209,3
1210,9
1211,0
1212,5
1213,10
1214,2
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,8
1222,5
1223,2
1224,2
1225,6
1226,0
1227,6
1228,1
1229,9
1230,2
1231,0
1232,10
1233,5
1234,5
1235,8
1236,4
1237,0
1238,4
1239,9
1240,2
1241,0
1242,4
1243,4
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,0
1254,5
1255,2
1256,4
1257,10
1258,5
1259,1
1260,0
1261,2
1262,8
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,5
1270,2
1271,2
1272,2
1273,4
1274,2
1275,4
1276,0
1277,0
1278,7
1279,2
1280,2
1281,2
1282,9
1283,5
1284,0
1285,2
1286,2
1287,9
1288,10
1289,8
1290,8
1291,8
1292,8
1293,5
1294,4
1295,5
1296,2
1297,5
1298,9
1299,2
1300,9
1301,2
1302,5
1303,2
1304,0
1305,9
1306,2
1307,9
1308,2
1309,0
1310,0
1311,3
1312,2
1313,9
1314,0
1315,3
1316,3
1317,8
1318,5
1319,10
1320,2
1321,0
1322,3
1323,9
1324,5
1325,2
1326,2
1327,4
1328,4
1329,1
1330,10
1331,9
1332,2
1333,2
1334,5
1335,4
1336,8
1337,1
1338,2
1339,2
1340,5
1341,8
1342,4
1343,2
1344,9
1345,2
1346,0
1347,0
1348,2
1349,2
1350,8
1351,5
1352,8
1353,3
1354,5
1355,0
1356,5
1357,6
1358,2
1359,9
1360,0
1361,9
1362,5
1363,0
1364,10
1365,0
1366,0
1367,2
1368,9
1369,9
1370,8
1371,9
1372,2
1373,2
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,3
1382,9
1383,3
1384,5
1385,5
1386,4
1387,8
1388,9
1389,8
1390,10
1391,10
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,8
1399,2
1400,8
1401,9
1402,9
1403,5
1404,9
1405,4
1406,3
1407,8
1408,5
1409,2
1410,0
1411,4
1412,0
1413,8
1414,8
1415,5
1416,5
1417,0
1418,8
1419,6
1420,8
1421,7
1422,3
1423,0
1424,10
1425,0
1426,0
1427,0
1428,2
1429,9
1430,9
1431,6
1432,2
1433,5
1434,8
1435,10
1436,5
1437,2
1438,8
1439,5
1440,9
1441,2
1442,0
1443,8
1444,10
1445,2
1446,2
1447,10
1448,2
1449,0
1450,3
1451,4
1452,2
1453,9
1454,2
1455,0
1456,9
1457,0
1458,4
1459,0
1460,0
1461,5
1462,2
1463,5
1464,2
1465,5
1466,2
1467,9
1468,2
1469,4
1470,2
1471,2
1472,5
1473,5
1474,0
1475,0
1476,9
1477,0
1478,2
1479,6
1480,9
1481,5
1482,9
1483,9
1484,0
1485,2
1486,4
1487,3
1488,2
1489,6
1490,1
1491,0
1492,8
1493,2
1494,10
1495,9
1496,9
1497,2
1498,4
1499,10
1500,3
1501,6
1502,8
1503,2
1504,9
1505,0
1506,2
1507,6
1508,8
1509,2
1510,0
1511,10
1512,3
1513,0
1514,5
1515,9
1516,10
1517,5
1518,8
1519,2
1520,2
1521,2
1522,0
1523,0
1524,4
1525,5
1526,5
1527,0
1528,0
1529,4
1530,10
1531,2
1532,9
1533,5
1534,0
1535,0
1536,8
1537,5
1538,0
1539,9
1540,9
1541,7
1542,4
1543,6
1544,6
1545,6
1546,9
1547,2
1548,10
1549,4
1550,1
1551,8
1552,6
1553,3
1554,5
1555,2
1556,5
1557,5
1558,6
1559,9
1560,0
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,0
1568,9
1569,5
1570,3
1571,8
1572,10
1573,2
1574,10
1575,5
1576,9
1577,2
1578,2
1579,7
1580,9
1581,2
1582,8
1583,2
1584,8
1585,3
1586,4
1587,5
1588,5
1589,0
1590,5
1591,10
1592,9
1593,10
1594,8
1595,4
1596,10
1597,7
1598,3
1599,10
1600,9
1601,5
1602,5
1603,9
1604,8
1605,8
1606,0
1607,0
1608,3
1609,2
1610,9
1611,0
1612,9
1613,4
1614,6
1615,7
1616,0
1617,9
1618,3
1619,5
1620,4
1621,4
1622,2
1623,8
1624,2
1625,2
1626,0
1627,2
1628,9
1629,1
1630,5
1631,0
1632,0
1633,3
1634,0
1635,0
1636,3
1637,8
1638,5
1639,1
1640,2
1641,0
1642,5
1643,2
1644,2
1645,5
1646,1
1647,8
1648,9
1649,5
1650,6
1651,8
1652,5
1653,2
1654,9
1655,10
1656,2
1657,0
1658,5
1659,1
1660,2
1661,4
1662,1
1663,5
1664,5
1665,10
1666,10
1667,5
1668,0
1669,4
1670,2
1671,2
1672,6
1673,2
1674,9
1675,4
1676,8
1677,0
1678,5
1679,0
1680,7
1681,5
1682,4
1683,3
1684,5
1685,2
1686,2
1687,3
1688,3
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,2
1698,9
1699,5
1700,4
1701,9
1702,8
1703,0
1704,0
1705,8
1706,0
1707,10
1708,0
1709,6
1710,2
1711,10
1712,5
1713,4
1714,4
1715,2
1716,2
1717,5
1718,9
1719,5
1720,1
1721,0
1722,4
1723,5
1724,9
1725,2
1726,0
1727,10
1728,4
1729,3
1730,2
1731,2
1732,9
1733,2
1734,8
1735,0
1736,2
1737,6
1738,0
1739,8
1740,5
1741,0
1742,9
1743,2
1744,10
1745,0
1746,10
1747,4
1748,9
1749,9
1750,0
1751,2
1752,8
1753,3
1754,0
1755,4
1756,3
1757,9
1758,5
1759,1
1760,0
1761,4
1762,5
1763,6
1764,2
1765,9
1766,3
1767,5
1768,5
1769,5
1770,5
1771,5
1772,6
1773,10
1774,4
1775,5
1776,10
1777,9
1778,2
1779,5
1780,4
1781,2
1782,2
1783,9
1784,9
1785,2
1786,2
1787,4
1788,2
1789,5
1790,8
1791,3
1792,2
1793,2
1794,0
1795,9
1796,5
1797,2
1798,5
1799,3
1800,9
1801,0
1802,0
1803,8
1804,6
1805,0
1806,9
1807,5
1808,9
1809,4
1810,6
1811,4
1812,4
1813,2
1814,10
1815,2
1816,5
1817,0
1818,2
1819,7
1820,9
1821,10
1822,9
1823,0
1824,9
1825,2
1826,2
1827,2
1828,9
1829,0
1830,0
1831,2
1832,0
1833,2
1834,0
1835,2
1836,3
1837,9
1838,2
1839,2
1840,4
1841,2
1842,4
1843,8
1844,5
1845,5
1846,5
1847,2
1848,3
1849,2
1850,2
1851,5
1852,0
1853,5
1854,7
1855,3
1856,3
1857,0
1858,2
1859,6
1860,2
1861,9
1862,2
1863,4
1864,8
1865,1
1866,0
1867,2
1868,1
1869,0
1870,2
1871,5
1872,6
1873,10
1874,0
1875,9
1876,8
1877,2
1878,0
1879,6
1880,0
1881,2
1882,2
1883,3
1884,4
1885,3
1886,9
1887,0
1888,5
1889,4
1890,2
1891,2
1892,2
1893,0
1894,4
1895,8
1896,3
1897,5
1898,2
1899,5
1900,2
1901,3
1902,8
1903,5
1904,8
1905,2
1906,0
1907,5
1908,0
1909,5
1910,10
1911,0
1912,0
1913,2
1914,9
1915,9
1916,5
1917,2
1918,8
1919,8
1920,8
1921,5
1922,10
1923,0
1924,0
1925,2
1926,5
1927,0
1928,5
1929,8
1930,5
1931,8
1932,4
1933,2
1934,5
1935,8
1936,10
1937,2
1938,2
1939,2
1940,0
1941,0
1942,4
1943,9
1944,6
1945,9
1946,0
1947,0
1948,10
1949,5
1950,2
1951,10
1952,10
1953,6
1954,8
1955,2
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,5
1964,2
1965,10
1966,5
1967,8
1968,6
1969,5
1970,6
1971,2
1972,8
1973,6
1974,0
1975,2
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,2
1984,1
1985,2
1986,4
1987,3
1988,2
1989,2
1990,2
1991,3
1992,10
1993,9
1994,5
1995,0
1996,0
1997,0
1998,2
1999,2
2000,5
2001,5
2002,9
2003,4
2004,5
2005,2
2006,5
2007,9
2008,2
2009,0
2010,2
2011,0
2012,7
2013,0
2014,6
2015,2
2016,7
2017,3
2018,9
2019,8
2020,3
2021,6
2022,4
2023,9
2024,0
2025,0
2026,4
2027,2
2028,4
2029,7
2030,4
2031,8
2032,10
2033,0
2034,0
2035,8
2036,5
2037,6
2038,5
2039,0
2040,0
2041,9
2042,5
2043,6
2044,0
2045,0
2046,2
2047,8
2048,2
2049,9
2050,0
2051,3
2052,10
2053,2
2054,0
2055,2
2056,6
2057,8
2058,2
2059,9
2060,4
2061,2
2062,10
2063,0
2064,10
2065,2
2066,5
2067,2
2068,0
2069,0
2070,5
2071,2
2072,5
2073,2
2074,4
2075,3
2076,8
2077,6
2078,0
2079,2
2080,1
2081,4
2082,5
2083,9
2084,2
2085,5
2086,9
2087,2
2088,6
2089,0
2090,9
2091,0
2092,0
2093,3
2094,5
2095,8
2096,2
2097,5
2098,0
2099,10
2100,2
2101,5
2102,0
2103,5
2104,5
2105,8
2106,2
2107,3
2108,3
2109,5
2110,5
2111,2
2112,9
2113,6
2114,8
2115,8
2116,6
2117,5
2118,10
2119,8
2120,9
2121,0
2122,9
2123,10
2124,8
2125,1
2126,9
2127,0
2128,6
2129,10
2130,6
2131,9
2132,9
2133,10
2134,3
2135,5
2136,2
2137,6
2138,6
2139,2
2140,2
2141,0
2142,0
2143,0
2144,6
2145,4
2146,4
2147,3
2148,4
2149,8
2150,2
2151,3
2152,2
2153,0
2154,3
2155,0
2156,10
2157,2
2158,5
2159,5
2160,0
2161,0
2162,3
2163,0
2164,10
2165,2
2166,2
2167,10
2168,2
2169,2
2170,2
2171,7
2172,9
2173,5
2174,0
2175,3
2176,2
2177,6
2178,6
2179,2
2180,0
2181,5
2182,2
2183,2
2184,9
2185,9
2186,7
2187,0
2188,4
2189,4
2190,10
2191,9
2192,5
2193,2
2194,1
2195,2
2196,9
2197,5
2198,0
2199,5
2200,4
2201,2
2202,4
2203,5
2204,0
2205,2
2206,2
2207,2
2208,2
2209,2
2210,2
2211,5
2212,0
2213,4
2214,2
2215,5
2216,4
2217,5
2218,0
2219,2
2220,0
2221,4
2222,6
2223,1
2224,2
2225,0
2226,2
2227,2
2228,3
2229,2
2230,0
2231,4
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,3
2239,0
2240,10
2241,2
2242,0
2243,2
2244,9
2245,9
2246,9
2247,2
2248,8
2249,2
2250,2
2251,2
2252,0
2253,6
2254,10
2255,8
2256,2
2257,4
2258,2
2259,9
2260,0
2261,5
2262,0
2263,6
2264,10
2265,0
2266,10
2267,7
2268,2
2269,2
2270,8
2271,9
2272,2
2273,2
2274,8
2275,9
2276,2
2277,8
2278,4
2279,8
2280,0
2281,9
2282,8
2283,0
2284,2
2285,9
2286,2
2287,5
2288,9
2289,8
2290,5
2291,4
2292,10
2293,0
2294,0
2295,9
2296,6
2297,5
2298,6
2299,2
2300,0
2301,9
2302,8
2303,6
2304,2
2305,2
2306,8
2307,3
2308,10
2309,2
2310,5
2311,5
2312,5
2313,3
2314,2
2315,2
2316,2
2317,2
2318,9
2319,9
2320,5
2321,5
2322,5
2323,2
2324,9
2325,2
2326,2
2327,2
2328,5
2329,6
2330,0
2331,2
2332,0
2333,6
2334,4
2335,9
2336,4
2337,2
2338,0
2339,8
2340,10
2341,2
2342,2
2343,9
2344,0
2345,2
2346,0
2347,3
2348,5
2349,8
2350,8
2351,6
2352,6
2353,5
2354,4
2355,2
2356,4
2357,9
2358,2
2359,2
2360,5
2361,6
2362,10
2363,2
2364,3
2365,6
2366,5
2367,0
2368,0
2369,10
2370,2
2371,6
2372,4
2373,3
2374,5
2375,2
2376,2
2377,5
2378,3
2379,5
2380,9
2381,2
2382,6
2383,4
2384,3
2385,4
2386,3
2387,9
2388,3
2389,0
2390,0
2391,5
2392,0
2393,3
2394,0
2395,5
2396,3
2397,2
2398,5
2399,3
2400,5
2401,2
2402,9
2403,2
2404,2
2405,10
2406,9
2407,2
2408,6
2409,1
2410,5
2411,5
2412,8
2413,9
2414,8
2415,1
2416,8
2417,9
2418,0
2419,5
2420,5
2421,5
2422,2
2423,4
2424,9
2425,2
2426,10
2427,5
2428,0
2429,6
2430,5
2431,4
2432,8
2433,5
2434,5
2435,2
2436,5
2437,0
2438,9
2439,9
2440,8
2441,6
2442,2
2443,8
2444,4
2445,1
2446,5
2447,8
2448,0
2449,5
2450,6
2451,10
2452,2
2453,7
2454,4
2455,6
2456,8
2457,10
2458,10
2459,2
2460,10
2461,4
2462,0
2463,2
2464,9
2465,0
2466,9
2467,5
2468,2
2469,2
2470,9
2471,6
2472,6
2473,10
2474,8
2475,6
2476,0
2477,2
2478,8
2479,2
2480,0
2481,2
2482,2
2483,2
2484,5
2485,6
2486,10
2487,3
2488,3
2489,6
2490,4
2491,9
2492,5
2493,5
2494,3
2495,10
2496,9
2497,8
2498,0
2499,8
2500,2
2501,8
2502,5
2503,5
2504,5
2505,9
2506,3
2507,2
2508,0
2509,4
2510,10
2511,1
2512,3
2513,6
2514,9
2515,4
2516,5
2517,5
2518,0
2519,2
2520,2
2521,5
2522,8
2523,9
2524,9
2525,8
2526,9
2527,5
2528,4
2529,8
2530,9
2531,5
2532,5
2533,5
2534,10
2535,5
2536,3
2537,8
2538,9
2539,0
2540,3
2541,9
2542,9
2543,2
2544,1
2545,3
2546,4
2547,2
2548,9
2549,10
2550,10
2551,5
2552,8
2553,5
2554,0
2555,8
2556,2
2557,3
2558,10
2559,4
2560,2
2561,8
2562,0
2563,2
2564,9
2565,8
2566,2
2567,5
2568,0
2569,5
2570,9
2571,1
2572,0
2573,5
2574,9
2575,9
2576,5
2577,9
2578,10
2579,2
2580,8
2581,3
2582,9
2583,9
2584,6
2585,0
2586,9
2587,0
2588,2
2589,4
2590,6
2591,4
2592,2
2593,5
2594,2
2595,10
2596,8
2597,2
2598,3
2599,2
2600,10
2601,0
2602,2
2603,0
2604,3
2605,9
2606,8
2607,6
2608,5
2609,10
2610,0
2611,4
2612,3
2613,2
2614,5
2615,5
2616,2
2617,6
2618,2
2619,3
2620,0
2621,3
2622,2
2623,4
2624,2
2625,9
2626,9
2627,9
2628,4
2629,9
2630,1
2631,9
2632,5
2633,2
2634,5
2635,7
2636,4
2637,6
2638,5
2639,2
2640,2
2641,5
2642,8
2643,0
2644,5
2645,6
2646,8
2647,2
2648,9
2649,3
2650,0
2651,8
2652,0
2653,3
2654,3
2655,10
2656,10
2657,8
2658,0
2659,9
2660,9
2661,6
2662,5
2663,3
2664,4
2665,5
2666,2
2667,10
2668,9
2669,0
2670,9
2671,9
2672,10
2673,2
2674,2
2675,5
2676,2
2677,0
2678,2
2679,0
2680,0
2681,0
2682,10
2683,8
2684,9
2685,0
2686,0
2687,2
2688,5
2689,0
2690,9
2691,5
2692,4
2693,0
2694,3
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,3
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,0
2712,3
2713,0
2714,10
2715,9
2716,8
2717,0
2718,0
2719,2
2720,9
2721,10
2722,8
2723,6
2724,5
2725,1
2726,2
2727,2
2728,3
2729,8
2730,2
2731,0
2732,0
2733,0
2734,9
2735,9
2736,0
2737,10
2738,9
2739,2
2740,3
2741,2
2742,9
2743,5
2744,6
2745,3
2746,8
2747,2
2748,10
2749,2
2750,2
2751,3
2752,5
2753,2
2754,5
2755,6
2756,5
2757,5
2758,9
2759,10
2760,9
2761,4
2762,4
2763,3
2764,4
2765,4
2766,6
2767,4
2768,10
2769,0
2770,6
2771,6
2772,5
2773,8
2774,4
2775,4
2776,5
2777,0
2778,2
2779,2
2780,10
2781,2
2782,9
2783,5
2784,8
2785,2
2786,5
2787,9
2788,6
2789,2
2790,8
2791,0
2792,9
2793,8
2794,2
2795,8
2796,0
2797,2
2798,8
2799,9
2800,10
2801,0
2802,2
2803,2
2804,4
2805,7
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,2
2814,2
2815,8
2816,9
2817,0
2818,0
2819,2
2820,5
2821,5
2822,2
2823,2
2824,9
2825,5
2826,0
2827,4
2828,2
2829,2
2830,2
2831,9
2832,0
2833,0
2834,10
2835,0
2836,10
2837,4
2838,5
2839,5
2840,5
2841,0
2842,5
2843,0
2844,4
2845,8
2846,0
2847,5
2848,5
2849,5
2850,3
2851,0
2852,0
2853,2
2854,6
2855,2
2856,10
2857,10
2858,8
2859,4
2860,3
2861,9
2862,1
2863,5
2864,9
2865,5
2866,10
2867,2
2868,6
2869,5
2870,4
2871,8
2872,3
2873,2
2874,2
2875,2
2876,8
2877,9
2878,0
2879,2
2880,0
2881,4
2882,6
2883,8
2884,0
2885,9
2886,3
2887,2
2888,10
2889,3
2890,9
2891,8
2892,2
2893,3
2894,2
2895,2
2896,9
2897,8
2898,2
2899,2
2900,9
2901,10
2902,8
2903,3
2904,0
2905,9
2906,4
2907,2
2908,0
2909,0
2910,9
2911,5
2912,5
2913,5
2914,9
2915,8
2916,8
2917,9
2918,2
2919,5
2920,5
2921,3
2922,5
2923,3
2924,3
2925,2
2926,5
2927,4
2928,4
2929,9
2930,0
2931,0
2932,8
2933,9
2934,9
2935,8
2936,6
2937,9
2938,0
2939,8
2940,1
2941,4
2942,2
2943,2
2944,5
2945,3
2946,9
2947,3
2948,4
2949,2
2950,0
2951,3
2952,0
2953,0
2954,0
2955,0
2956,8
2957,2
2958,2
2959,2
2960,4
2961,0
2962,9
2963,9
2964,0
2965,3
2966,0
2967,4
2968,2
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,5
2976,5
2977,0
2978,10
2979,4
2980,8
2981,4
2982,2
2983,2
2984,7
2985,2
2986,0
2987,2
2988,0
2989,9
2990,2
2991,5
2992,5
2993,1
2994,9
2995,9
2996,5
